Aveprice,Floor,Garden,Layout,Price,Region,Size,Year
22741元/㎡,6,果园西里小区,2 室 2 厅 1 卫,200 万,密云密云城区西门外大街16号,88,2006
15459元/㎡,6,金水家园(东区),2 室 1 厅 1 卫,90 万,房山琉璃河车站东街3号,58,1993
77907元/㎡,32,SOHO现代城,2 室 2 厅 1 卫,670 万,朝阳CBD 建国路88号,86,2006
75785元/㎡,4,沿海赛洛城(南区),2 室 1 厅 1 卫,650 万,朝阳百子湾广渠东路33号,85,2005
21074元/㎡,11,腾龙家园(三区),2 室 2 厅 1 卫,183 万,房山窦店大窦路,86,2010
41253元/㎡,6,南环里(东区),2 室 1 厅 1 卫,245 万,昌平昌平县城南环路,59,1993
12631元/㎡,6,金水家园(西区),2 室 2 厅 1 卫,119 万,房山琉璃河车站前街,94,2008
31294元/㎡,6,和平家园小区,2 室 2 厅 1 卫,268 万,昌平昌平县城鼓楼西街,85,2000
14568元/㎡,6,雅苑,2 室 1 厅 1 卫,130 万,房山韩村河岳琉路,89,2005
23461元/㎡,6,东关家园,2 室 2 厅 1 卫,195 万,房山良乡房山区良乡东路,83,2002
154604元/㎡,8,富贵园(一区),2 室 1 厅 1 卫,1350 万,东城东花市东花市大街54号,87,2016
58245元/㎡,6,天龙苑,3 室 1 厅 1 卫,485 万,昌平回龙观科星西路,83,1998
79602元/㎡,16,北京城建世华泊郡,3 室 2 厅 1 卫,720 万,朝阳北苑水岸中街19号,90,2012
22236元/㎡,15,育新花园西里,2 室 2 厅 1 卫,189 万,大兴大兴周边育林街3号,85,2012
41648元/㎡,26,龙湖时代天街(东区),2 室 1 厅 1 卫,355 万,大兴生物医药基地永兴路5号,85,2014
38162元/㎡,21,长阳半岛1号院,2 室 2 厅 1 卫,343 万,房山长阳祥云街1号,89,2015
40477元/㎡,21,首开熙悦山熹园,2 室 2 厅 1 卫,340 万,"房山长阳康泽路,近京深路",84,2012
29693元/㎡,5,鸿顺园(西区),2 室 1 厅 1 卫,289 万,房山良乡长虹东路,97,2005
23207元/㎡,7,燕化星城健德三里,2 室 1 厅 1 卫,198 万,房山阎村紫燕中路,85,1995
80809元/㎡,9,假日风景(C区),2 室 1 厅 1 卫,800 万,"丰台青塔大瓦窑北路,近小屯西路",99,2010
13310元/㎡,6,龙庆望都佳园,3 室 2 厅 1 卫,128 万,延庆康庄西官路,96,2012
25907元/㎡,9,顺鑫朗郡,2 室 2 厅 1 卫,230 万,顺义杨镇中干渠路,88,2010
18179元/㎡,6,兴房大街14号院,2 室 1 厅 1 卫,175 万,房山房山城关兴房大街14号,96,1997
32212元/㎡,6,金台园小区,2 室 2 厅 1 卫,290 万,怀柔怀柔城区迎宾北路,90,1999
26705元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,235 万,大兴大兴周边采育镇30号,88,2013
35796元/㎡,10,原香小镇(一区),3 室 1 厅 1 卫,330 万,房山长阳广阳中路1号,92,2012
49656元/㎡,12,金地朗悦朗园,3 室 2 厅 1 卫,476 万,房山长阳阜盛东街59号院,95,2013
32585元/㎡,9,格林云墅,3 室 1 厅 1 卫,290 万,大兴磁各庄安顺北路1号,89,2015
38315元/㎡,20,馨然嘉园二区(长阳国际城二区),2 室 1 厅 1 卫,310 万,房山长阳长政南街,80,2012
24548元/㎡,6,学府花园,2 室 2 厅 1 卫,217 万,密云密云城区兴云路26号,88,2010
52410元/㎡,18,石榴园北里小区,2 室 1 厅 1 卫,448 万,丰台石榴庄光彩路26号,85,1998
40819元/㎡,9,馨然嘉园一区(长阳国际城一区),3 室 1 厅 1 卫,365 万,房山长阳长政南街,89,2012
14811元/㎡,6,龙庆望都佳园,3 室 1 厅 1 卫,138 万,延庆康庄西官路,93,2012
38932元/㎡,6,京科苑,2 室 1 厅 1 卫,338 万,昌平昌平县城昌盛路3号,86,2000
19409元/㎡,6,沁园春景,2 室 2 厅 1 卫,166 万,房山窦店大窦路,85,2004
24848元/㎡,6,政通路2号院,2 室 1 厅 1 卫,220 万,房山良乡房山良乡政通路2号,88,2001
34749元/㎡,12,翠林漫步(北区),2 室 2 厅 1 卫,316 万,房山长阳翠林东街1号,90,2015
38113元/㎡,15,瀛海家园逸园,2 室 2 厅 1 卫,315 万,大兴瀛海镇灜坤路1号,82,2014
50710元/㎡,6,古城南路小区(东区),2 室 1 厅 1 卫,225 万,石景山古城古城南路,44,1977
12449元/㎡,6,康庄家园三区,2 室 1 厅 1 卫,100 万,延庆康庄西官路,80,2005
24278元/㎡,6,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,205 万,大兴大兴周边育镇街31号,84,2012
21565元/㎡,6,房山永安西里,2 室 1 厅 1 卫,118 万,房山房山城关城关南路,54,1987
84896元/㎡,26,苹果社区(南区),2 室 1 厅 1 卫,815 万,朝阳双井百子湾路32号,96,2005
25926元/㎡,6,乐园西小区,3 室 2 厅 1 卫,210 万,平谷平谷城区平谷南街35号,81,1995
106667元/㎡,1,东晓市街小区,2 室 0 厅 0 卫,480 万,东城前门东晓市街,45,2010
58804元/㎡,6,建材城东一里,3 室 1 厅 1 卫,525 万,海淀西三旗建材城东路,89,2009
42106元/㎡,6,天通苑北三区,2 室 1 厅 2 卫,400 万,昌平天通苑太平庄中二街,95,2005
26474元/㎡,6,太平庄东里通尚苑,2 室 1 厅 1 卫,230 万,房山良乡太平庄南路,86,2001
24941元/㎡,6,昊天温泉家园,3 室 1 厅 1 卫,230 万,房山良乡房山区良乡昊天大街114号,92,1997
52467元/㎡,15,通泰国际公馆,3 室 1 厅 1 卫,467 万,大兴亦庄东区科创十三街29号,89,2015
36399元/㎡,16,首开康乃馨城,3 室 1 厅 1 卫,325 万,大兴枣园丽园路30号,89,2012
26670元/㎡,6,明源北里,2 室 1 厅 1 卫,145 万,房山良乡房山区良乡昊天大街,54,1982
13750元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,118 万,延庆康庄西官路,85,2012
24858元/㎡,15,万科幸福汇,3 室 1 厅 1 卫,245 万,房山窦店大窦路257号,98,2014
67424元/㎡,11,领秀慧谷C区(一区),2 室 2 厅 2 卫,600 万,昌平回龙观农学院北路9号,89,2013
20400元/㎡,6,湖南小区(北区),3 室 2 厅 1 卫,183 万,延庆延庆城区湖南东路,89,2002
27202元/㎡,12,格兰山水(二期南区),3 室 1 厅 1 卫,245 万,延庆延庆城区孟家庄路61号,90,2012
42437元/㎡,6,小康家园,2 室 2 厅 1 卫,365 万,大兴亦庄小羊坊南街,86,2003
67346元/㎡,27,万芳园二区(万年花城四期),2 室 1 厅 1 卫,595 万,丰台玉泉营万芳路,88,2006
47164元/㎡,6,瑞祥里西区,2 室 1 厅 1 卫,380 万,"朝阳管庄瑞祥路,近朝阳路",80,2004
94175元/㎡,24,CBD总部公寓二期,2 室 1 厅 1 卫,839 万,朝阳双井光华北一街,89,2005
32980元/㎡,14,首座御园(二期1号院),2 室 1 厅 1 卫,295 万,大兴黄村清泰路1号,89,2015
48990元/㎡,23,保利紫荆香谷(北区),3 室 2 厅 1 卫,485 万,昌平沙河沙阳路24号,99,2017
22406元/㎡,6,行宫南区,2 室 2 厅 1 卫,185 万,密云密云城区檀西路,82,2006
103764元/㎡,15,慧谷阳光,2 室 2 厅 2 卫,1020 万,朝阳望京阜安西路,98,2016
102620元/㎡,5,领秀新硅谷AB区,2 室 2 厅 1 卫,850 万,海淀西二旗西二旗西路2号,82,2009
23051元/㎡,5,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,225 万,大兴大兴周边育新街32号,97,2012
43257元/㎡,17,鸿坤理想城大满贯,2 室 1 厅 1 卫,288 万,大兴西红门欣荣北大街,66,2010
22871元/㎡,19,紫贵御园(北区),2 室 2 厅 1 卫,196 万,平谷平谷周边定福东路180号,85,2013
60216元/㎡,25,沿海赛洛城(北区),2 室 2 厅 1 卫,560 万,朝阳百子湾百子湾东里104号,93,2009
49401元/㎡,6,八角北路社区,2 室 1 厅 1 卫,280 万,石景山八角八角北路44号,56,1981
50389元/㎡,18,北街家园一区,3 室 1 厅 1 卫,448 万,昌平沙河高教园北一街,88,2010
17544元/㎡,6,田家园小区,2 室 1 厅 1 卫,168 万,房山窦店大窦路,95,2004
36145元/㎡,15,瀛海家园和园,2 室 2 厅 1 卫,300 万,大兴瀛海镇瀛坤路2号,83,2014
25265元/㎡,6,阳洲鑫园,2 室 2 厅 1 卫,220 万,顺义杨镇中干渠路,87,2006
50562元/㎡,16,南海家园六里,2 室 1 厅 1 卫,450 万,大兴亦庄泰河一街,89,2012
66706元/㎡,18,理想家,2 室 1 厅 1 卫,580 万,丰台玉泉营丰桥路2号,87,2008
37646元/㎡,4,中海云筑(公寓住宅),3 室 2 厅 1 卫,330 万,大兴庞各庄团结路,87,2019
19412元/㎡,6,杏花西里,2 室 1 厅 1 卫,165 万,房山燕山迎风街,85,2005
44494元/㎡,16,首创新悦都(一区),3 室 2 厅 1 卫,385 万,房山长阳京良路,86,2014
19332元/㎡,6,南菜园二区(南菜园南二区),2 室 2 厅 1 卫,170 万,延庆延庆城区菜园南街,87,2000
43061元/㎡,6,玉璟园,2 室 2 厅 1 卫,385 万,大兴瀛海镇黄亦路,89,2012
76624元/㎡,17,永泰园(中区),1 室 1 厅 1 卫,630 万,海淀清河永泰庄路,82,1980
26596元/㎡,6,金善名居,2 室 2 厅 1 卫,215 万,怀柔庙城富密路,80,2008
108066元/㎡,15,瑞新里小区,1 室 1 厅 1 卫,899 万,海淀定慧寺西八里庄路,83,2007
45903元/㎡,6,垡头翠城雅园社区(垡头翠成馨园B区221-239号),2 室 1 厅 1 卫,405 万,朝阳垡头垡头路,88,2008
62665元/㎡,21,京投银泰万科西华府,2 室 1 厅 1 卫,548 万,"丰台科技园区郭公庄南街19号,中街18号",87,2016
74879元/㎡,28,华腾园,2 室 1 厅 1 卫,665 万,朝阳劲松东三环南路54号,88,2003
28770元/㎡,6,天骄俊园(房山),2 室 2 厅 1 卫,265 万,房山长阳长阳路,92,2008
24204元/㎡,6,融城园南区,3 室 1 厅 1 卫,215 万,怀柔庙城南华大街,88,1996
14244元/㎡,6,京溪小区,3 室 2 厅 1 卫,135 万,密云密云周边密关路,94,2006
50227元/㎡,11,金地朗悦朗园,3 室 1 厅 2 卫,488 万,房山长阳阜盛东街59号院,97,2016
25778元/㎡,6,保利花园(南区),2 室 1 厅 1 卫,232 万,密云密云周边阳光街390号,90,2012
54407元/㎡,6,龙乡小区(东区),3 室 1 厅 1 卫,450 万,昌平回龙观建材城西路,82,1994
15841元/㎡,6,世界名园(A区),2 室 2 厅 1 卫,155 万,房山窦店汇丰街3号,97,2013
24322元/㎡,6,学府花园,2 室 2 厅 1 卫,215 万,密云密云城区兴云路26号,88,2006
31444元/㎡,6,世嘉光织谷(西区),2 室 2 厅 1 卫,305 万,怀柔雁栖乐园西大街15号,97,2012
82020元/㎡,13,清缘东里,2 室 1 厅 1 卫,718 万,海淀清河龙岗路48号,87,2003
34856元/㎡,15,瀛海家园逸园,2 室 2 厅 1 卫,290 万,大兴瀛海镇灜坤路1号,83,2014
35551元/㎡,5,顶秀美泉小镇B区,2 室 2 厅 1 卫,318 万,怀柔雁栖京加线,89,2009
35242元/㎡,20,金隅通和园,2 室 1 厅 1 卫,298 万,通州土桥东六环西侧路,84,2010
80636元/㎡,26,安慧北里逸园,2 室 1 厅 1 卫,680 万,朝阳亚运村大屯路,84,1998
51661元/㎡,28,住总旗胜家园(西区),2 室 1 厅 1 卫,465 万,昌平霍营建材城西路,90,2009
43259元/㎡,18,北街家园(七区),2 室 2 厅 1 卫,385 万,昌平沙河高教园北二街,89,2009
26346元/㎡,11,华远澜悦,3 室 2 厅 1 卫,230 万,密云密云城区铁西路6号,87,2006
17813元/㎡,18,首创澜茵山,3 室 2 厅 1 卫,171 万,密云密云城区密关路,96,2015
32728元/㎡,11,金宝花园(北区),3 室 2 厅 1 卫,324 万,顺义马坡通顺路,99,2012
26534元/㎡,17,绿地国际花都,2 室 1 厅 1 卫,240 万,密云密云城区城后街32号,90,2006
21875元/㎡,15,育新花园北里,2 室 2 厅 1 卫,175 万,大兴大兴周边育林街,80,2013
18086元/㎡,5,世界名园(A区),3 室 2 厅 2 卫,255 万,房山窦店汇丰街3号,141,2005
41424元/㎡,6,幸福时光(通州),2 室 2 厅 1 卫,369 万,通州梨园通州区云景东路71号,89,2005
25434元/㎡,20,天恒乐活城(北区),2 室 2 厅 1 卫,223 万,房山阎村紫码路,87,2010
47001元/㎡,8,金地朗悦朗园,3 室 2 厅 1 卫,420 万,房山长阳阜盛东街59号院,89,2012
81439元/㎡,13,清缘东里,2 室 1 厅 1 卫,652 万,海淀清河龙岗路48号,80,2003
49891元/㎡,6,双惠苑,2 室 1 厅 1 卫,455 万,朝阳双桥双桥路,91,2003
19937元/㎡,6,檀城(东区),3 室 2 厅 2 卫,257 万,密云密云城区新中街,128,2007
49773元/㎡,6,三间房西里小区,2 室 1 厅 1 卫,285 万,朝阳定福庄朝阳路,57,1994
25868元/㎡,6,蚕种场小区,2 室 1 厅 1 卫,208 万,房山良乡房山区良乡拱辰北大街36号,80,1998
59121元/㎡,11,通泰国际公馆,3 室 2 厅 1 卫,538 万,大兴亦庄东区科创十三街29号,91,2015
49970元/㎡,10,泰河园七里,2 室 1 厅 1 卫,408 万,大兴亦庄凉水河二街,81,1970
26397元/㎡,6,康馨雅苑,2 室 1 厅 1 卫,215 万,密云密云城区果园西路,81,2006
24720元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,220 万,大兴大兴周边育新街32号,89,2010
18696元/㎡,6,田家园小区,2 室 1 厅 1 卫,172 万,房山窦店大窦路,92,2005
31279元/㎡,7,阁外山水蓝龙家园,2 室 2 厅 1 卫,310 万,门头沟城子街道 滨河路,99,2004
28474元/㎡,8,金融街金色漫香郡(北区),2 室 2 厅 1 卫,258 万,大兴磁各庄海鑫北路18号,90,2012
35394元/㎡,25,融科香雪兰溪,3 室 2 厅 1 卫,315 万,通州马驹桥景盛北二街3号,89,2009
17369元/㎡,6,旧城东街小区,3 室 1 厅 1 卫,165 万,平谷平谷城区旧城东街4-10号(双号),95,1994
133175元/㎡,6,国英园小区,2 室 2 厅 1 卫,1120 万,西城官园西直门南小街,84,1997
36042元/㎡,6,东苑小区,3 室 2 厅 1 卫,358 万,怀柔怀柔城区迎宾中路12号,99,1999
37837元/㎡,12,东亚印象台湖,2 室 1 厅 1 卫,240 万,通州台湖镇台湖大街23号,63,2016
27345元/㎡,11,辰光嘉园,2 室 1 厅 1 卫,265 万,房山良乡房山区良乡拱辰南大街42号,96,2006
111663元/㎡,19,橡树湾(一期),2 室 1 厅 1 卫,900 万,海淀清河学府树北街,80,2008
40348元/㎡,14,中国水电北郡嘉源,2 室 2 厅 1 卫,325 万,昌平南邵镇南丰路,80,2013
41923元/㎡,6,望都新地(南区),2 室 1 厅 1 卫,376 万,昌平北七家立汤路60号,89,2009
69839元/㎡,26,京投银泰万科西华府,2 室 1 厅 1 卫,618 万,"丰台科技园区郭公庄南街19号,中街18号",88,2017
21177元/㎡,16,育新花园南里,2 室 2 厅 1 卫,180 万,大兴大兴周边育仁街1号,85,2012
22871元/㎡,19,紫贵御园(北区),2 室 2 厅 1 卫,196 万,平谷平谷周边定福东路180号,85,2012
47458元/㎡,18,北街家园(八区),2 室 2 厅 1 卫,420 万,昌平沙河高教园北二街,88,2010
43259元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,385 万,海淀苏家坨前沙涧路7号,89,2009
31498元/㎡,6,天骄俊园(房山),2 室 2 厅 1 卫,282 万,房山长阳长阳路,89,2014
36481元/㎡,9,珠江拉维小镇,2 室 1 厅 1 卫,352 万,通州潞苑潞苑东路40号,96,2013
127176元/㎡,21,远洋万和城(B区),2 室 2 厅 1 卫,1140 万,朝阳亚运村小营成慧路,89,2009
41733元/㎡,15,馨然嘉园三区(长阳国际城三区),3 室 2 厅 1 卫,371 万,房山长阳长政南街,88,2012
34065元/㎡,18,西悦欣居,2 室 2 厅 1 卫,298 万,房山长阳长阳路,87,2012
23158元/㎡,7,恒盛波尔多小镇(北区),4 室 2 厅 2 卫,220 万,大兴大兴周边育镇街31号,95,2012
22511元/㎡,5,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,220 万,大兴大兴周边育镇街31号,97,2012
58283元/㎡,22,龙湖蔚澜香醍,2 室 2 厅 1 卫,520 万,通州九棵树怡乐中街,89,2012
31548元/㎡,23,融科香雪兰溪,2 室 2 厅 1 卫,265 万,通州马驹桥景盛北二街3号,84,2009
28675元/㎡,6,南宫雅苑(东区),2 室 2 厅 1 卫,285 万,丰台云岗康泉路,99,2006
50246元/㎡,6,领秀慧谷B区(四区),3 室 1 厅 1 卫,450 万,昌平回龙观农学院北路9号,89,2012
18999元/㎡,6,营房小区,2 室 1 厅 1 卫,165 万,房山房山城关城关西大街,86,2003
68227元/㎡,22,公园悦府,2 室 1 厅 2 卫,630 万,"昌平回龙观文华东路,近回南北路",92,2015
31254元/㎡,15,加州水郡西区,2 室 1 厅 1 卫,268 万,房山长阳昊天北大街48号,85,2011
13441元/㎡,6,东风东里,3 室 1 厅 1 卫,110 万,房山燕山双泉西路,81,2008
86034元/㎡,6,裕隆新村,2 室 1 厅 1 卫,770 万,海淀马连洼龙背村路,89,2006
33976元/㎡,6,西辛南区,2 室 1 厅 1 卫,282 万,顺义石门西外街,83,1993
136339元/㎡,26,玺源台,2 室 1 厅 2 卫,1210 万,西城广安门外莲花河北街11号,88,2016
42571元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,365 万,海淀苏家坨前沙涧路7号,85,2012
89504元/㎡,8,燕尚园,2 室 1 厅 1 卫,880 万,海淀西二旗西二旗西路4号,98,2006
25250元/㎡,6,凤瑞二园,3 室 2 厅 1 卫,220 万,怀柔怀柔城区凤翔大街,87,1996
53204元/㎡,16,垡头翠成馨园(C区101-110号),2 室 2 厅 1 卫,485 万,朝阳垡头垡头路,91,2007
54689元/㎡,28,泰华龙旗广场,3 室 1 厅 1 卫,480 万,昌平回龙观黄平路19号,87,2012
18919元/㎡,6,九洲兴达A区,2 室 1 厅 1 卫,175 万,房山房山城关兴房大街,92,2003
32425元/㎡,21,大方居,2 室 1 厅 1 卫,289 万,通州九棵树半壁店大街25号,89,2008
25141元/㎡,5,万科幸福汇,3 室 2 厅 2 卫,295 万,房山窦店大窦路257号,117,2014
27326元/㎡,6,西路南里,2 室 1 厅 1 卫,235 万,房山良乡良乡西路28号,86,2000
31600元/㎡,6,东关二区,3 室 1 厅 1 卫,243 万,怀柔怀柔城区开放路,76,1995
48470元/㎡,16,南海家园四里,3 室 2 厅 1 卫,475 万,大兴亦庄泰河一街,98,2012
58206元/㎡,6,龙跃苑(二区),2 室 1 厅 1 卫,510 万,昌平回龙观文华路,87,2005
72813元/㎡,26,望京西园四区,3 室 1 厅 1 卫,699 万,朝阳望京阜通西大街,96,2015
40911元/㎡,6,望都新地(北区),2 室 1 厅 1 卫,365 万,昌平北七家立汤路60号,89,2012
26709元/㎡,6,金善名居,2 室 2 厅 1 卫,215 万,怀柔庙城富密路,80,2008
40252元/㎡,4,顶秀美泉小镇B区,2 室 2 厅 1 卫,358 万,怀柔雁栖京加线,88,2016
87913元/㎡,19,万象新天家园,3 室 2 厅 2 卫,800 万,朝阳常营常营北路10号,91,2006
21448元/㎡,6,恒安小区,3 室 1 厅 1 卫,198 万,延庆延庆城区广兴街,92,1996
25281元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,225 万,大兴大兴周边采育镇30号,89,2012
18419元/㎡,6,沁园春景,2 室 1 厅 1 卫,157 万,房山窦店大窦路,85,2005
24227元/㎡,6,石桥西区,2 室 2 厅 1 卫,209 万,密云密云周边檀西路,86,2006
50029元/㎡,16,艺苑桐城,2 室 1 厅 1 卫,445 万,大兴黄村永华路6号,89,2010
19241元/㎡,9,中加麓秀,3 室 2 厅 2 卫,190 万,密云溪翁庄水库南线路185号,98,2006
57537元/㎡,6,西马金润家园,3 室 1 厅 1 卫,510 万,丰台角门马家堡路,88,1998
41536元/㎡,6,京科苑,2 室 2 厅 1 卫,355 万,昌平昌平县城昌盛路3号,85,1994
27223元/㎡,6,苏庄二里,2 室 2 厅 1 卫,245 万,房山良乡良乡苏庄东街,90,2003
36658元/㎡,15,瀛海家园融园,2 室 2 厅 1 卫,315 万,大兴瀛海镇灜坤路3号,85,2014
23943元/㎡,6,中加福园,2 室 2 厅 2 卫,235 万,密云密云城区兴盛北路13号,98,2011
21358元/㎡,6,良工佳苑,2 室 1 厅 1 卫,179 万,房山房山城关农林路2号,83,2017
91333元/㎡,9,春晖园,2 室 1 厅 1 卫,765 万,海淀马连洼西北旺北路,83,2004
34594元/㎡,6,宏福园,2 室 1 厅 1 卫,279 万,大兴西红门欣旺北大街,80,1997
37898元/㎡,12,胜悦居小区,2 室 1 厅 1 卫,310 万,怀柔怀柔城区府前东街,81,2000
37182元/㎡,6,枣园东里,2 室 1 厅 1 卫,295 万,大兴黄村枣园路,79,2001
71315元/㎡,18,慧苑华侨公寓,2 室 2 厅 2 卫,669 万,朝阳亚运村安立路,93,1998
25465元/㎡,15,中加锦园,3 室 2 厅 2 卫,315 万,密云密云城区园林路2号,123,2006
29851元/㎡,12,密云阳光家园(东区),3 室 2 厅 2 卫,400 万,密云密云周边花园路16号,134,2012
21165元/㎡,7,密西花园,3 室 2 厅 2 卫,245 万,密云密云城区新北路26号,115,2003
27121元/㎡,6,蚕种场小区,2 室 1 厅 1 卫,220 万,房山良乡房山区良乡拱辰北大街36号,81,2014
25337元/㎡,6,金善名居,2 室 2 厅 1 卫,205 万,怀柔庙城富密路,80,2008
32547元/㎡,13,原香小镇(一区),2 室 1 厅 1 卫,288 万,房山长阳广阳中路1号,88,2012
53631元/㎡,27,北辰福第(中区),3 室 1 厅 1 卫,469 万,朝阳常营常营北小街2号,87,2011
32752元/㎡,8,和悦春风,3 室 2 厅 1 卫,285 万,大兴庞各庄瓜乡路,87,2021
40757元/㎡,6,珠光逸景(二号院),3 室 1 厅 1 卫,375 万,丰台长辛店太柏西路2号,92,2014
23916元/㎡,8,舒朗苑,3 室 2 厅 1 卫,215 万,"房山良乡京深路,近良常路",89,2021
36125元/㎡,6,双裕小区(双裕花园东区),2 室 1 厅 1 卫,289 万,顺义后沙峪火寺路,80,1995
31067元/㎡,14,金宝花园(北区),2 室 1 厅 1 卫,280 万,顺义马坡通顺路,90,2012
35495元/㎡,6,张郭庄小区,2 室 1 厅 1 卫,208 万,丰台长辛店张郭庄南路,58,1990
17274元/㎡,6,金鑫苑小区,2 室 2 厅 1 卫,150 万,房山窦店大窦路,86,2007
47788元/㎡,9,建邦华庭西区,4 室 2 厅 3 卫,555 万,房山长阳康泽路7号,116,2014
